['or']	"# 1. i = 0
# 2. j = nums[0]
# 3. nums[0] = 1
# 4. nums[1] = 2
# 5. nums[2] = 3
# 6. nums[3] = 4
# 7. nums[4] = 5
# 8. nums[5] = 6
# 9. nums[6] = 7
# 10. nums[7] = 8
# 11. nums[8] = 9
# 12. nums[9] = 10
# 13. i = 1
# 14. j = nums[1]
# 15. nums[1] = 2
# 16. nums[2] = 3
# 17. nums[3] = 4
# 18. nums[4] = 5
# 19. nums[5] = 6
# 20. nums["
['had']	"# 1. i = 0
# 2. j = nums[0] = 0
# 3. nums[0] = 0, nums[0] = 0
# 4. i = 1
# 5. j = nums[1] = 1
# 6. nums[0] = 0, nums[1] = 1
# 7. i = 2
# 8. j = nums[2] = 2
# 9. nums[0] = 0, nums[2] = 2
# 10. i = 3
# 11. j = nums[3] = 3
# 12. nums[0] = 0, nums[3] = 3
# 13. i = 4
# 14. j = nums[4] = 4
# 15. nums[0] = 0, nums[4] = 4
# 16. i = 5
# 17. j ="
['by']	"# 2.
# 
# 3.
# 
# 4.
# 
# 5.
# 
# 6.
# 
# 7.
# 
# 8.
# 
# 9.
# 
# 10.
# 
# 11.
# 
# 12.
# 
# 13.
# 
# 14.
# 
# 15.
# 
# 16.
# 
# 17.
# 
# 18.
# 
# 19.
# 
# 20.
# 
# 21.
# 
# 22.
# 
# 23.
# 
# 24.
# 
# 25.
# 
# 26.
# 
# 27.
# 
# 28.
# 
# 29.
# 
# 30.
# 
# 31."
['not']	"# 1. i = 0
# 2. j = nums[0] = 0
# 3. nums[0] = 0, nums[0] != nums[0] = True
# 4. nums[0], nums[0] = nums[0], nums[0]
# 5. i = 1
# 6. j = nums[1] = 1
# 7. nums[1] = 1, nums[1] != nums[0] = False
# 8. i = 2
# 9. j = nums[2] = 2
# 10. nums[2] = 2, nums[2] != nums[0] = True
# 11. nums[0], nums[2] = nums[2], nums[0]
# 12. i = 1
# 13. j = nums[1] = 1
# 14"
['word']	"# 1. The first step is to sort the array.
# 2. The second step is to iterate through the array and swap any two elements that are out of order.
# 3. The third step is to iterate through the array and check if each element is equal to its index.
# 4. If an element is not equal to its index, then we have found the missing number.
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"
['but']	"# 1. i = 0
# 2. j = nums[0]
# 3. nums[0] = 1
# 4. nums[1] = 2
# 5. nums[2] = 3
# 6. nums[3] = 4
# 7. nums[4] = 5
# 8. nums[5] = 6
# 9. nums[6] = 7
# 10. nums[7] = 8
# 11. nums[8] = 9
# 12. nums[9] = 10
# 13. i = 1
# 14. j = nums[1]
# 15. nums[1] = 2
# 16. nums[2] = 3
# 17. nums[3] = 4
# 18. nums[4] = 5
# 19. nums[5] = 6
# 20. nums["
['what']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"
['some']	"# 1. i = 0
# 2. j = nums[i]
# 3. nums[i] < len(nums) and nums[i] != nums[j]
# 4. nums[i], nums[j] = nums[j], nums[i]
# 5. i += 1
# 6. i = 0
# 7. i != nums[i]
# 8. return i
# 9. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"
['we']	"# 1. We start with i = 0 and while i < len(nums)
# 2. We swap the nums[i] with the nums[nums[i]] if nums[i] < len(nums) and nums[i] != nums[nums[i]]
# 3. We increment i by 1
# 4. If i == nums[i] then we increment i by 1
# 5. If i != nums[i] then we return i
# 6. If i == len(nums) then we return len(nums)
# 
# Time Complexity: O(n)
# Space Complexity: O(1)

# **Solution 2:**
# Python 3 
def find_missing_number(nums):
    i = 0
    while i < len(nums):
        j = nums[i]
        if nums["
['can']	"# 1. i = 0
# 2. j = nums[0] = 0
# 3. nums[0] = 0, nums[0] = 0
# 4. i = 1
# 5. j = nums[1] = 1
# 6. nums[0] = 0, nums[1] = 1
# 7. i = 2
# 8. j = nums[2] = 2
# 9. nums[0] = 0, nums[2] = 2
# 10. i = 3
# 11. j = nums[3] = 3
# 12. nums[0] = 0, nums[3] = 3
# 13. i = 4
# 14. j = nums[4] = 4
# 15. nums[0] = 0, nums[4] = 4
# 16. i = 5
# 17. j ="
['out']	"# 1. i = 0
# 2. j = nums[0]
# 3. nums[0] = 1
# 4. nums[1] = 2
# 5. nums[2] = 3
# 6. nums[3] = 4
# 7. nums[4] = 5
# 8. nums[5] = 6
# 9. nums[6] = 7
# 10. nums[7] = 8
# 11. nums[8] = 9
# 12. nums[9] = 10
# 13. i = 1
# 14. j = nums[1]
# 15. nums[1] = 2
# 16. nums[2] = 3
# 17. nums[3] = 4
# 18. nums[4] = 5
# 19. nums[5] = 6
# 20. nums["
['other']	"# 1. i = 0
# 2. j = nums[0]
# 3. nums[0] = 1
# 4. nums[1] = 0
# 5. nums[0] = 0
# 6. i = 1
# 7. j = nums[1]
# 8. nums[1] = 1
# 9. nums[2] = 0
# 10. nums[1] = 0
# 11. i = 2
# 12. j = nums[2]
# 13. nums[2] = 2
# 14. nums[3] = 0
# 15. nums[2] = 0
# 16. i = 3
# 17. j = nums[3]
# 18. nums[3] = 3
# 19. nums[4] = 0
# 20. nums[3] = 0
# 21."
['were']	"# 1. We start with i = 0 and while i < len(nums)
# 2. We swap the value of nums[i] with nums[nums[i]] if nums[i] < len(nums) and nums[i] != nums[nums[i]]
# 3. We increment i by 1
# 4. If i == nums[i] we increment i by 1
# 5. If i != nums[i] we return i
# 6. If i == len(nums) we return len(nums)
# 
# 
# Explanation of were does in natural language one by one 2.
# 
# 1. We start with i = 0 and while i < len(nums)
# 2. We swap the value of nums[i] with nums[nums[i]] if nums[i] < len(nums) and"
['all']	"# 2.
# 
# 3.
# 
# 4.
# 
# 5.
# 
# 6.
# 
# 7.
# 
# 8.
# 
# 9.
# 
# 10.
# 
# 11.
# 
# 12.
# 
# 13.
# 
# 14.
# 
# 15.
# 
# 16.
# 
# 17.
# 
# 18.
# 
# 19.
# 
# 20.
# 
# 21.
# 
# 22.
# 
# 23.
# 
# 24.
# 
# 25.
# 
# 26.
# 
# 27.
# 
# 28.
# 
# 29.
# 
# 30.
# 
# 31."
['there']	"# 1. i = 0
# 2. j = nums[0]
# 3. nums[0] = 1
# 4. nums[1] = 2
# 5. nums[2] = 3
# 6. nums[3] = 4
# 7. nums[4] = 5
# 8. nums[5] = 6
# 9. nums[6] = 7
# 10. nums[7] = 8
# 11. nums[8] = 9
# 12. nums[9] = 10
# 13. i = 1
# 14. j = nums[1]
# 15. nums[1] = 2
# 16. nums[2] = 3
# 17. nums[3] = 4
# 18. nums[4] = 5
# 19. nums[5] = 6
# 20. nums["
['when']	# 1. i = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0, nums[0] = 0,
['up']	"# 1. i = 0
# 2. j = nums[0] = 0
# 3. nums[0] = 0, nums[0] != nums[0] = 0
# 4. nums[0], nums[0] = 0, 0
# 5. i = 1
# 6. j = nums[1] = 1
# 7. nums[1] = 1, nums[1] != nums[1] = 1
# 8. nums[1], nums[1] = 1, 1
# 9. i = 2
# 10. j = nums[2] = 2
# 11. nums[2] = 2, nums[2] != nums[2] = 2
# 12. nums[2], nums[2] = 2, 2
# 13. i = 3
# 14. j = nums[3] ="
['use']	"# 2.
# 
# 3.
# 
# 4.
# 
# 5.
# 
# 6.
# 
# 7.
# 
# 8.
# 
# 9.
# 
# 10.
# 
# 11.
# 
# 12.
# 
# 13.
# 
# 14.
# 
# 15.
# 
# 16.
# 
# 17.
# 
# 18.
# 
# 19.
# 
# 20.
# 
# 21.
# 
# 22.
# 
# 23.
# 
# 24.
# 
# 25.
# 
# 26.
# 
# 27.
# 
# 28.
# 
# 29.
# 
# 30.
# 
# 31."
['your']	"# 2.
# 
# 3.
# 
# 4.
# 
# 5.
# 
# 6.
# 
# 7.
# 
# 8.
# 
# 9.
# 
# 10.
# 
# 11.
# 
# 12.
# 
# 13.
# 
# 14.
# 
# 15.
# 
# 16.
# 
# 17.
# 
# 18.
# 
# 19.
# 
# 20.
# 
# 21.
# 
# 22.
# 
# 23.
# 
# 24.
# 
# 25.
# 
# 26.
# 
# 27.
# 
# 28.
# 
# 29.
# 
# 30.
# 
# 31."
['how']	"# 1. We start with i = 0 and nums[i] = 0.
# 2. We check if nums[i] < len(nums) and nums[i] != nums[nums[i]].
# 3. If it is true, we swap nums[i] and nums[nums[i]]
# 4. We increase i by 1.
# 5. If it is false, we increase i by 1.
# 6. We repeat steps 2-5 until i < len(nums).
# 7. We return len(nums)

# Python 3 
def find_missing_number(nums):
    i = 0
    while i < len(nums):
        j = nums[i]
        if nums[i] < len(nums) and nums[i] != nums[j]:
            nums[i], nums"
['said']	"# 1. i = 0
# 2. j = nums[0] = 0
# 3. nums[0] = 0, nums[0] = 0
# 4. i = 1
# 5. j = nums[1] = 1
# 6. nums[0] = 0, nums[1] = 1
# 7. i = 2
# 8. j = nums[2] = 2
# 9. nums[0] = 0, nums[2] = 2
# 10. i = 3
# 11. j = nums[3] = 3
# 12. nums[0] = 0, nums[3] = 3
# 13. i = 4
# 14. j = nums[4] = 4
# 15. nums[0] = 0, nums[4] = 4
# 16. i = 5
# 17. j ="
['an']	"# 2.
# 
# 3.
# 
# 4.
# 
# 5.
# 
# 6.
# 
# 7.
# 
# 8.
# 
# 9.
# 
# 10.
# 
# 11.
# 
# 12.
# 
# 13.
# 
# 14.
# 
# 15.
# 
# 16.
# 
# 17.
# 
# 18.
# 
# 19.
# 
# 20.
# 
# 21.
# 
# 22.
# 
# 23.
# 
# 24.
# 
# 25.
# 
# 26.
# 
# 27.
# 
# 28.
# 
# 29.
# 
# 30.
# 
# 31."
['each']	"# 2.
# 
# 3.
# 
# 4.
# 
# 5.
# 
# 6.
# 
# 7.
# 
# 8.
# 
# 9.
# 
# 10.
# 
# 11.
# 
# 12.
# 
# 13.
# 
# 14.
# 
# 15.
# 
# 16.
# 
# 17.
# 
# 18.
# 
# 19.
# 
# 20.
# 
# 21.
# 
# 22.
# 
# 23.
# 
# 24.
# 
# 25.
# 
# 26.
# 
# 27.
# 
# 28.
# 
# 29.
# 
# 30.
# 
# 31."
['she']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"
['which']	"# 1. i = 0
# 2. j = nums[0] = 0
# 3. nums[0] = 0, nums[0] = 0
# 4. i = 1
# 5. j = nums[1] = 1
# 6. nums[0] = 0, nums[1] = 1
# 7. i = 2
# 8. j = nums[2] = 2
# 9. nums[0] = 0, nums[2] = 2
# 10. i = 3
# 11. j = nums[3] = 3
# 12. nums[0] = 0, nums[3] = 3
# 13. i = 4
# 14. j = nums[4] = 4
# 15. nums[0] = 0, nums[4] = 4
# 16. i = 5
# 17. j ="
['do']	"# i = 0
# 
# i = 0
# j = 0
# nums[0] = 0
# nums[0] = 0
# 
# i = 1
# 
# i = 1
# j = 1
# nums[1] = 1
# nums[1] = 1
# 
# i = 2
# 
# i = 2
# j = 2
# nums[2] = 2
# nums[2] = 2
# 
# i = 3
# 
# i = 3
# j = 0
# nums[0] = 0
# nums[3] = 0
# 
# i = 4
# 
# i = 4
# j = 4
# nums[4] = 4
# nums[4] = 4
# 
# i = 5
# 
# i = 5"
['their']	"# 2.
# 
# 3.
# 
# 4.
# 
# 5.
# 
# 6.
# 
# 7.
# 
# 8.
# 
# 9.
# 
# 10.
# 
# 11.
# 
# 12.
# 
# 13.
# 
# 14.
# 
# 15.
# 
# 16.
# 
# 17.
# 
# 18.
# 
# 19.
# 
# 20.
# 
# 21.
# 
# 22.
# 
# 23.
# 
# 24.
# 
# 25.
# 
# 26.
# 
# 27.
# 
# 28.
# 
# 29.
# 
# 30.
# 
# 31."
['time']	"# 1. We start with i = 0 and j = 0.
# 2. We check if nums[i] < len(nums) and nums[i] != nums[j].
# 3. If it is true, we swap nums[i] and nums[j].
# 4. We increase i by 1 and j by 1.
# 5. If it is false, we increase i by 1.
# 6. We check if i == nums[i].
# 7. If it is true, we return i.
# 8. If it is false, we return len(nums).
# 
# Time complexity: O(n)
# 
# Space complexity: O(1)

# Python 3 
def find_missing_number(nums):
    i = 0
    while i < len(nums):
        j = nums[i]
        if num"
['if']	"# 1. if nums[i] < len(nums) and nums[i] != nums[j]:
# 
# if the value of nums[i] is less than the length of the list and the value of nums[i] is not equal to the value of nums[j]
# 
# 2. nums[i], nums[j] = nums[j], nums[i]
# 
# if the above condition is true, then swap the values of nums[i] and nums[j]
# 
# 3. else:
# 
# if the above condition is not true, then do nothing
# 
# 4. i += 1
# 
# increment the value of i by 1
# 
# 5. for i in range(len(nums)):
# 
# for i in the range of the length of the list"
['will']	"# 2.
# 
# 3.
# 
# 4.
# 
# 5.
# 
# 6.
# 
# 7.
# 
# 8.
# 
# 9.
# 
# 10.
# 
# 11.
# 
# 12.
# 
# 13.
# 
# 14.
# 
# 15.
# 
# 16.
# 
# 17.
# 
# 18.
# 
# 19.
# 
# 20.
# 
# 21.
# 
# 22.
# 
# 23.
# 
# 24.
# 
# 25.
# 
# 26.
# 
# 27.
# 
# 28.
# 
# 29.
# 
# 30.
# 
# 31."
['way']	"# 1. i = 0
# 2. j = nums[0] = 0
# 3. nums[0] = 0, nums[0] != nums[0] = 0
# 4. nums[0], nums[0] = 0, 0
# 5. i = 1
# 6. j = nums[1] = 1
# 7. nums[1] = 1, nums[1] != nums[1] = 1
# 8. nums[1], nums[1] = 1, 1
# 9. i = 2
# 10. j = nums[2] = 2
# 11. nums[2] = 2, nums[2] != nums[2] = 2
# 12. nums[2], nums[2] = 2, 2
# 13. i = 3
# 14. j = nums[3] ="
